VERSION_INDEX;FILE_NAME;LOC;LOC_ADDED;MAX_LOC_ADDED;AVG_LOC_ADDED;NR;NFIX;AUTHORS;CHURN;MAX_CHURN;BUGGYNESS
1;hedwig-client/src/main/java/org/apache/hedwig/util/Callback.java;47;42;42;0.9130434782608695;1;0;3;42;42;No
1;hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java;183;157;156;3.4130434782608696;2;0;3;156;156;No
1;hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java;49;43;43;0.9347826086956522;1;0;3;43;43;No
1;hedwig-client/src/main/java/org/apache/hedwig/util/Either.java;50;41;41;0.8913043478260869;1;0;3;41;41;No
1;hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java;98;78;78;1.6956521739130435;1;0;3;78;78;No
1;hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java;138;120;120;2.608695652173913;1;0;3;120;120;No
1;hedwig-client/src/main/java/org/apache/hedwig/util/Option.java;43;35;35;0.7608695652173914;1;0;3;35;35;No
1;hedwig-client/src/main/java/org/apache/hedwig/util/Pair.java;42;35;35;0.7608695652173914;1;0;3;35;35;No
1;hedwig-client/src/main/java/org/apache/hedwig/util/PathUtils.java;56;50;50;1.0869565217391304;1;0;3;50;50;No
1;hedwig-client/src/test/java/org/apache/hedwig/client/AppTest.java;51;47;47;1.0217391304347827;1;0;3;47;47;No
1;hedwig-client/src/test/java/org/apache/hedwig/util/TestFileUtils.java;41;35;35;0.7608695652173914;1;0;3;35;35;No
1;hedwig-client/src/test/java/org/apache/hedwig/util/TestHedwigSocketAddress.java;104;90;90;1.9565217391304348;1;0;3;90;90;No
1;hedwig-client/src/test/java/org/apache/hedwig/util/TestPathUtils.java;54;46;46;1.0;1;0;3;46;46;No
1;hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java;162;141;141;3.0652173913043477;1;0;3;141;141;No
1;hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java;6367;5842;5842;127.0;1;0;3;5842;5842;No
1;hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java;153;123;123;2.6739130434782608;1;0;3;123;123;No
1;hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java;43;37;37;0.8043478260869565;1;0;3;37;37;No
1;hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java;41;35;35;0.7608695652173914;1;0;3;35;35;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java;105;79;79;1.7173913043478262;1;0;3;79;79;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java;105;84;84;1.826086956521739;2;0;3;84;84;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java;92;70;70;1.5217391304347827;1;0;3;70;70;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/FakeBookie.java;101;87;87;1.891304347826087;1;0;3;87;87;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/common/ByteStringInterner.java;45;37;37;0.8043478260869565;1;0;3;37;37;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java;289;246;246;5.3478260869565215;1;0;3;246;246;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/common/TerminateJVMExceptionHandler.java;32;28;28;0.6086956521739131;1;0;3;28;28;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/common/TopicOpQueuer.java;111;94;94;2.0434782608695654;1;0;3;94;94;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/common/UnexpectedError.java;35;30;30;0.6521739130434783;1;0;3;30;30;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java;81;65;65;1.4130434782608696;1;0;3;65;65;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java;27;23;23;0.5;1;0;3;23;23;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryEndPoint.java;28;23;23;0.5;1;0;3;23;23;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java;29;26;26;0.5652173913043478;1;0;3;26;26;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java;566;459;459;9.978260869565217;1;0;3;459;459;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java;64;54;54;1.173913043478261;1;0;3;54;54;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java;29;26;26;0.5652173913043478;1;0;3;26;26;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java;64;53;53;1.1521739130434783;1;0;3;53;53;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java;37;33;33;0.717391304347826;1;0;3;33;33;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java;68;58;58;1.2608695652173914;1;0;3;58;58;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java;154;132;132;2.869565217391304;1;0;3;132;132;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java;72;62;62;1.3478260869565217;1;0;3;62;62;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java;385;335;335;7.282608695652174;2;0;3;335;335;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java;76;67;67;1.4565217391304348;1;0;3;67;67;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java;159;139;139;3.0217391304347827;1;0;3;139;139;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java;737;619;619;13.456521739130435;1;0;3;619;619;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java;74;64;64;1.391304347826087;1;0;3;64;64;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java;94;78;78;1.6956521739130435;1;0;3;78;78;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/Factory.java;22;21;21;0.45652173913043476;1;0;3;21;21;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java;427;357;357;7.760869565217392;1;0;3;357;357;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/MapMethods.java;62;49;49;1.065217391304348;1;0;3;49;49;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java;58;50;50;1.0869565217391304;1;0;3;50;50;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java;91;82;82;1.7826086956521738;1;0;3;82;82;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManagerWithRangeScan.java;27;26;26;0.5652173913043478;1;0;3;26;26;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java;77;67;67;1.4565217391304348;1;0;3;67;67;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java;704;583;583;12.673913043478262;1;0;3;583;583;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallback.java;63;55;55;1.1956521739130435;1;0;3;55;55;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallbackWithContext.java;37;32;32;0.6956521739130435;1;0;3;32;32;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java;64;56;56;1.2173913043478262;1;0;3;56;56;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java;124;98;98;2.130434782608696;1;0;3;98;98;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java;160;137;137;2.9782608695652173;1;0;3;137;137;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java;36;30;30;0.6521739130434783;1;0;3;30;30;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConsumeHandler.java;58;49;49;1.065217391304348;1;0;3;49;49;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java;62;52;52;1.1304347826086956;1;0;3;52;52;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java;130;106;106;2.3043478260869565;1;0;3;106;106;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java;74;63;63;1.3695652173913044;1;0;3;63;63;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java;83;72;72;1.565217391304348;1;0;3;72;72;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java;74;61;61;1.326086956521739;1;0;3;61;61;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java;48;42;42;0.9130434782608695;1;0;3;42;42;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java;60;52;52;1.1304347826086956;1;0;3;52;52;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java;70;62;62;1.3478260869565217;1;0;3;62;62;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java;183;166;166;3.608695652173913;1;0;3;166;166;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java;53;44;44;0.9565217391304348;1;0;3;44;44;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java;452;386;386;8.391304347826088;1;0;3;386;386;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java;39;33;33;0.717391304347826;1;0;3;33;33;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java;78;66;66;1.434782608695652;1;0;3;66;66;No
