Dataset,#TrainingRelease,%Training,%Defective in training,%Defective in testing,Classifier,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
AVRO,8,0.8678828081813157,0.1942675159235669,0.04602510460251046,IBK,UNDERSAMPLING,NO,SENSITIVE LEARNING,10,214,14,1,0.044642857142857144,0.9090909090909091,0.4852472089314195,-0.0028885375802642646
AVRO,9,0.7737382378100941,0.17468214483139857,0.08506616257088846,IBK,UNDERSAMPLING,NO,SENSITIVE LEARNING,18,239,245,27,0.07003891050583658,0.4,0.45362718089990817,-0.02990602219164458
AVRO,10,0.8968162639048715,0.1544054747647562,0.09665427509293681,IBK,UNDERSAMPLING,NO,SENSITIVE LEARNING,25,237,6,1,0.09541984732824428,0.9615384615384616,0.49311490978157646,-0.0027252224032076142
AVRO,11,0.9036395147313692,0.14844649021864212,0.014388489208633094,IBK,UNDERSAMPLING,NO,SENSITIVE LEARNING,3,25,249,1,0.10714285714285714,0.75,0.8298357664233577,0.1665129151291517
AVRO,12,0.908375314861461,0.13552859618717505,0.013745704467353952,IBK,UNDERSAMPLING,NO,SENSITIVE LEARNING,1,7,280,3,0.125,0.25,0.5818815331010453,0.15110851808634854
AVRO,13,0.9160657629074127,0.12437027707808564,0.006872852233676976,IBK,UNDERSAMPLING,NO,SENSITIVE LEARNING,2,20,269,0,0.09090909090909091,1.0,0.9653979238754326,0.15603248259860816
AVRO,14,0.9169531869875694,0.11450822036342659,0.2070063694267516,IBK,UNDERSAMPLING,NO,SENSITIVE LEARNING,55,28,221,10,0.6626506024096386,0.8461538461538461,0.8694779116465864,0.6656017039403622
AVRO,15,0.9233211233211234,0.12218989685268447,0.025477707006369428,IBK,UNDERSAMPLING,NO,SENSITIVE LEARNING,5,33,273,3,0.13157894736842105,0.625,0.758578431372549,0.18300086730268902
AVRO,16,0.9285714285714286,0.11477411477411477,0.11746031746031746,IBK,UNDERSAMPLING,NO,SENSITIVE LEARNING,34,39,239,3,0.4657534246575342,0.918918918918919,0.8893155745673731,0.5476613785557988
AVRO,1,0.449438202247191,0.0,0.2755102040816326,RANDOM FOREST,OVERSAMPLING,NO,NO,0,0,71,27,NaN,0.0,0.5,0.0
AVRO,2,0.6334519572953736,0.15168539325842698,0.02912621359223301,RANDOM FOREST,OVERSAMPLING,NO,NO,2,24,76,1,0.07692307692307693,0.6666666666666666,0.64,0.0904274108089013
AVRO,3,0.48700173310225303,0.10676156583629894,0.12162162162162163,RANDOM FOREST,OVERSAMPLING,NO,NO,9,8,252,27,0.5294117647058824,0.25,0.8895299145299145,0.2837389380530977
AVRO,4,0.7850340136054422,0.11438474870017332,0.06329113924050633,RANDOM FOREST,OVERSAMPLING,NO,NO,4,37,111,6,0.0975609756097561,0.4,0.6074324324324324,0.061342912406742306
AVRO,5,0.8221476510067114,0.10340136054421768,0.018867924528301886,RANDOM FOREST,OVERSAMPLING,NO,NO,1,24,132,2,0.04,0.3333333333333333,0.5202991452991453,0.03905160390516079
AVRO,6,0.6701649175412294,0.0883668903803132,0.0,RANDOM FOREST,OVERSAMPLING,NO,NO,0,0,440,0,NaN,NaN,NaN,1.0
AVRO,7,0.8496815286624204,0.05922038980509745,0.9576271186440678,RANDOM FOREST,OVERSAMPLING,NO,NO,64,4,6,162,0.9411764705882353,0.2831858407079646,0.46371681415929206,-0.013661767749948234
AVRO,8,0.8678828081813157,0.1942675159235669,0.04602510460251046,RANDOM FOREST,OVERSAMPLING,NO,NO,11,228,0,0,0.04602510460251046,1.0,0.4595295055821372,0.0
AVRO,9,0.7737382378100941,0.17468214483139857,0.08506616257088846,RANDOM FOREST,OVERSAMPLING,NO,NO,29,17,467,16,0.6304347826086957,0.6444444444444445,0.9692148760330579,0.6032409827496076
AVRO,10,0.8968162639048715,0.1544054747647562,0.09665427509293681,RANDOM FOREST,OVERSAMPLING,NO,NO,16,131,112,10,0.10884353741496598,0.6153846153846154,0.6259892371003483,0.024785951199444614
AVRO,11,0.9036395147313692,0.14844649021864212,0.014388489208633094,RANDOM FOREST,OVERSAMPLING,NO,NO,4,35,239,0,0.10256410256410256,1.0,0.968978102189781,0.164232949665006
AVRO,12,0.908375314861461,0.13552859618717505,0.013745704467353952,RANDOM FOREST,OVERSAMPLING,NO,NO,1,34,253,3,0.02857142857142857,0.25,0.8214285714285714,0.02728340410154491
AVRO,13,0.9160657629074127,0.12437027707808564,0.006872852233676976,RANDOM FOREST,OVERSAMPLING,NO,NO,0,11,278,2,0.0,0.0,0.9584775086505191,-0.011767852366942243
AVRO,14,0.9169531869875694,0.11450822036342659,0.2070063694267516,RANDOM FOREST,OVERSAMPLING,NO,NO,25,17,232,40,0.5952380952380952,0.38461538461538464,0.8738955823293173,0.36392067666500827
AVRO,15,0.9233211233211234,0.12218989685268447,0.025477707006369428,RANDOM FOREST,OVERSAMPLING,NO,NO,3,8,298,5,0.2727272727272727,0.375,0.9387254901960784,0.2949913644214162
AVRO,16,0.9285714285714286,0.11477411477411477,0.11746031746031746,RANDOM FOREST,OVERSAMPLING,NO,NO,28,12,266,9,0.7,0.7567567567567568,0.9486680925529847,0.6893637003991548
AVRO,1,0.449438202247191,0.0,0.2755102040816326,NAIVE BAYES,OVERSAMPLING,NO,NO,0,7,64,27,0.0,0.0,0.4507042253521127,-0.12796208530805725
AVRO,2,0.6334519572953736,0.15168539325842698,0.02912621359223301,NAIVE BAYES,OVERSAMPLING,NO,NO,0,0,100,3,NaN,0.0,0.83,0.0
AVRO,3,0.48700173310225303,0.10676156583629894,0.12162162162162163,NAIVE BAYES,OVERSAMPLING,NO,NO,4,1,259,32,0.8,0.1111111111111111,0.6484508547008547,0.17051630434782575
AVRO,4,0.7850340136054422,0.11438474870017332,0.06329113924050633,NAIVE BAYES,OVERSAMPLING,NO,NO,0,20,128,10,0.0,0.0,0.6141891891891892,-0.0921658986175113
AVRO,5,0.8221476510067114,0.10340136054421768,0.018867924528301886,NAIVE BAYES,OVERSAMPLING,NO,NO,0,6,150,3,0.0,0.0,0.27350427350427353,-0.02580645161290233
AVRO,6,0.6701649175412294,0.0883668903803132,0.0,NAIVE BAYES,OVERSAMPLING,NO,NO,0,0,440,0,NaN,NaN,NaN,1.0
AVRO,7,0.8496815286624204,0.05922038980509745,0.9576271186440678,NAIVE BAYES,OVERSAMPLING,NO,NO,34,0,10,192,1.0,0.1504424778761062,0.7769911504424779,0.01478518003130981
AVRO,8,0.8678828081813157,0.1942675159235669,0.04602510460251046,NAIVE BAYES,OVERSAMPLING,NO,NO,11,108,120,0,0.09243697478991597,1.0,0.9415869218500797,0.0927878532264868
AVRO,9,0.7737382378100941,0.17468214483139857,0.08506616257088846,NAIVE BAYES,OVERSAMPLING,NO,NO,40,56,428,5,0.4166666666666667,0.8888888888888888,0.9564738292011019,0.5106976603132724
AVRO,10,0.8968162639048715,0.1544054747647562,0.09665427509293681,NAIVE BAYES,OVERSAMPLING,NO,NO,26,57,186,0,0.3132530120481928,1.0,0.9110477999366888,0.3868026394721056
AVRO,11,0.9036395147313692,0.14844649021864212,0.014388489208633094,NAIVE BAYES,OVERSAMPLING,NO,NO,3,36,238,1,0.07692307692307693,0.75,0.8348540145985401,0.11647483250300666
AVRO,12,0.908375314861461,0.13552859618717505,0.013745704467353952,NAIVE BAYES,OVERSAMPLING,NO,NO,3,35,252,1,0.07894736842105263,0.75,0.9041811846689896,0.12099345527773095
AVRO,13,0.9160657629074127,0.12437027707808564,0.006872852233676976,NAIVE BAYES,OVERSAMPLING,NO,NO,2,3,286,0,0.4,1.0,0.9896193771626297,0.5671789786812121
AVRO,14,0.9169531869875694,0.11450822036342659,0.2070063694267516,NAIVE BAYES,OVERSAMPLING,NO,NO,32,21,228,33,0.6037735849056604,0.49230769230769234,0.8599011430336732,0.4378356872886414
AVRO,15,0.9233211233211234,0.12218989685268447,0.025477707006369428,NAIVE BAYES,OVERSAMPLING,NO,NO,2,10,296,6,0.16666666666666666,0.25,0.8860294117647058,0.174770039421813
AVRO,16,0.9285714285714286,0.11477411477411477,0.11746031746031746,NAIVE BAYES,OVERSAMPLING,NO,NO,24,29,249,13,0.4528301886792453,0.6486486486486487,0.881149134746257,0.45840838382184396
AVRO,1,0.449438202247191,0.0,0.2755102040816326,IBK,OVERSAMPLING,NO,NO,0,0,71,27,NaN,0.0,0.6791862284820032,0.0
AVRO,2,0.6334519572953736,0.15168539325842698,0.02912621359223301,IBK,OVERSAMPLING,NO,NO,1,29,71,2,0.03333333333333333,0.3333333333333333,0.5516666666666666,0.008077042559801255
AVRO,3,0.48700173310225303,0.10676156583629894,0.12162162162162163,IBK,OVERSAMPLING,NO,NO,19,26,234,17,0.4222222222222222,0.5277777777777778,0.7440705128205128,0.3861882716049381
AVRO,4,0.7850340136054422,0.11438474870017332,0.06329113924050633,IBK,OVERSAMPLING,NO,NO,0,1,147,10,0.0,0.0,0.5033783783783784,-0.011641443539000028
AVRO,5,0.8221476510067114,0.10340136054421768,0.018867924528301886,IBK,OVERSAMPLING,NO,NO,1,9,147,2,0.1,0.3333333333333333,0.5908119658119658,0.12855007473841562
AVRO,6,0.6701649175412294,0.0883668903803132,0.0,IBK,OVERSAMPLING,NO,NO,0,11,429,0,0.0,NaN,NaN,0.0
AVRO,7,0.8496815286624204,0.05922038980509745,0.9576271186440678,IBK,OVERSAMPLING,NO,NO,37,0,10,189,1.0,0.16371681415929204,0.47831858407079647,0.016319689484827097
AVRO,8,0.8678828081813157,0.1942675159235669,0.04602510460251046,IBK,OVERSAMPLING,NO,NO,10,224,4,1,0.042735042735042736,0.9090909090909091,0.43720095693779903,-0.006890482521017851
AVRO,9,0.7737382378100941,0.17468214483139857,0.08506616257088846,IBK,OVERSAMPLING,NO,NO,20,299,185,25,0.06269592476489028,0.4444444444444444,0.39786501377410466,-0.04607985547404272
AVRO,10,0.8968162639048715,0.1544054747647562,0.09665427509293681,IBK,OVERSAMPLING,NO,NO,4,46,197,22,0.08,0.15384615384615385,0.43027856916745805,-0.0251064783680789
AVRO,11,0.9036395147313692,0.14844649021864212,0.014388489208633094,IBK,OVERSAMPLING,NO,NO,3,41,233,1,0.06818181818181818,0.75,0.8207116788321168,0.10129310344827629
AVRO,12,0.908375314861461,0.13552859618717505,0.013745704467353952,IBK,OVERSAMPLING,NO,NO,1,22,265,3,0.043478260869565216,0.25,0.6132404181184669,0.051870194187410075
AVRO,13,0.9160657629074127,0.12437027707808564,0.006872852233676976,IBK,OVERSAMPLING,NO,NO,0,18,271,2,0.0,0.0,0.6626297577854672,-0.012526096033402523
AVRO,14,0.9169531869875694,0.11450822036342659,0.2070063694267516,IBK,OVERSAMPLING,NO,NO,17,24,225,48,0.4146341463414634,0.26153846153846155,0.5264133456904542,0.19124275595621398
AVRO,15,0.9233211233211234,0.12218989685268447,0.025477707006369428,IBK,OVERSAMPLING,NO,NO,0,14,292,8,0.0,0.0,0.5962009803921569,-0.03351286654697758
AVRO,16,0.9285714285714286,0.11477411477411477,0.11746031746031746,IBK,OVERSAMPLING,NO,NO,19,61,217,18,0.2375,0.5135135135135135,0.610489986389267,0.19557135930176167
AVRO,1,0.449438202247191,0.0,0.2755102040816326,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,0,0,71,27,NaN,0.0,0.5,0.0
AVRO,2,0.6334519572953736,0.15168539325842698,0.02912621359223301,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,0,0,100,3,NaN,0.0,0.5,0.0
AVRO,3,0.48700173310225303,0.10676156583629894,0.12162162162162163,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,0,0,260,36,NaN,0.0,0.5,0.0
AVRO,4,0.7850340136054422,0.11438474870017332,0.06329113924050633,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,0,2,146,10,0.0,0.0,0.49324324324324326,-0.021551724137930238
AVRO,5,0.8221476510067114,0.10340136054421768,0.018867924528301886,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,0,0,156,3,NaN,0.0,0.5,0.0
AVRO,6,0.6701649175412294,0.0883668903803132,0.0,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,0,0,440,0,NaN,NaN,NaN,1.0
AVRO,7,0.8496815286624204,0.05922038980509745,0.9576271186440678,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,3,0,10,223,1.0,0.01327433628318584,0.5066371681415929,0.0011387792286668664
AVRO,8,0.8678828081813157,0.1942675159235669,0.04602510460251046,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,11,184,44,0,0.05641025641025641,1.0,0.5964912280701754,0.02153791384834461
AVRO,9,0.7737382378100941,0.17468214483139857,0.08506616257088846,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,0,0,484,45,NaN,0.0,0.5,0.0
AVRO,10,0.8968162639048715,0.1544054747647562,0.09665427509293681,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,2,12,231,24,0.14285714285714285,0.07692307692307693,0.5137701804368471,0.03468899521531116
AVRO,11,0.9036395147313692,0.14844649021864212,0.014388489208633094,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,2,0,274,2,1.0,0.5,0.75,0.6634382566585972
AVRO,12,0.908375314861461,0.13552859618717505,0.013745704467353952,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,0,2,285,4,0.0,0.0,0.4965156794425087,-0.00924855491329814
AVRO,13,0.9160657629074127,0.12437027707808564,0.006872852233676976,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,0,0,289,2,NaN,0.0,0.5,0.0
AVRO,14,0.9169531869875694,0.11450822036342659,0.2070063694267516,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,1,0,249,64,1.0,0.015384615384615385,0.5076923076923077,0.024181800524424927
AVRO,15,0.9233211233211234,0.12218989685268447,0.025477707006369428,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,0,0,306,8,NaN,0.0,0.5,0.0
AVRO,16,0.9285714285714286,0.11477411477411477,0.11746031746031746,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE THRESHOLD,9,3,275,28,0.75,0.24324324324324326,0.6162259381683842,0.3287275726954013
AVRO,1,0.449438202247191,0.0,0.2755102040816326,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,0,7,64,27,0.0,0.0,0.4507042253521127,-0.12796208530805725
AVRO,2,0.6334519572953736,0.15168539325842698,0.02912621359223301,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,0,0,100,3,NaN,0.0,0.5,0.0
AVRO,3,0.48700173310225303,0.10676156583629894,0.12162162162162163,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,4,1,259,32,0.8,0.1111111111111111,0.5536324786324787,0.17051630434782575
AVRO,4,0.7850340136054422,0.11438474870017332,0.06329113924050633,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,0,18,130,10,0.0,0.0,0.4391891891891892,-0.08858267716535378
AVRO,5,0.8221476510067114,0.10340136054421768,0.018867924528301886,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,0,6,150,3,0.0,0.0,0.4807692307692308,-0.02580645161290233
AVRO,6,0.6701649175412294,0.0883668903803132,0.0,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,0,0,440,0,NaN,NaN,NaN,1.0
AVRO,7,0.8496815286624204,0.05922038980509745,0.9576271186440678,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,30,0,10,196,1.0,0.13274336283185842,0.5663716814159292,0.012805190370496843
AVRO,8,0.8678828081813157,0.1942675159235669,0.04602510460251046,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,11,65,163,0,0.14473684210526316,1.0,0.8574561403508771,0.18754249254746105
AVRO,9,0.7737382378100941,0.17468214483139857,0.08506616257088846,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,35,31,453,10,0.5303030303030303,0.7777777777777778,0.8568640955004592,0.5890600428200612
AVRO,10,0.8968162639048715,0.1544054747647562,0.09665427509293681,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,19,34,209,7,0.3584905660377358,0.7307692307692307,0.7954257676479899,0.4036766693700997
AVRO,11,0.9036395147313692,0.14844649021864212,0.014388489208633094,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,1,29,245,3,0.03333333333333333,0.25,0.5720802919708029,0.03430308293530193
AVRO,12,0.908375314861461,0.13552859618717505,0.013745704467353952,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,2,28,259,2,0.06666666666666667,0.5,0.7012195121951219,0.09571162212554417
AVRO,13,0.9160657629074127,0.12437027707808564,0.006872852233676976,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,2,3,286,0,0.4,1.0,0.9948096885813149,0.5671789786812121
AVRO,14,0.9169531869875694,0.11450822036342659,0.2070063694267516,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,24,14,235,41,0.631578947368421,0.36923076923076925,0.6565029348161878,0.3697540325523686
AVRO,15,0.9233211233211234,0.12218989685268447,0.025477707006369428,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,1,5,301,7,0.16666666666666666,0.125,0.5543300653594772,0.12372093023255894
AVRO,16,0.9285714285714286,0.11477411477411477,0.11746031746031746,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE THRESHOLD,18,22,256,19,0.45,0.4864864864864865,0.7036748979195022,0.3935196055412071
AVRO,1,0.449438202247191,0.0,0.2755102040816326,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,0,0,71,27,NaN,0.0,0.5,0.0
AVRO,2,0.6334519572953736,0.15168539325842698,0.02912621359223301,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,1,29,71,2,0.03333333333333333,0.3333333333333333,0.5216666666666666,0.008077042559801255
AVRO,3,0.48700173310225303,0.10676156583629894,0.12162162162162163,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,19,26,234,17,0.4222222222222222,0.5277777777777778,0.7138888888888889,0.3861882716049381
AVRO,4,0.7850340136054422,0.11438474870017332,0.06329113924050633,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,0,1,147,10,0.0,0.0,0.4966216216216216,-0.011641443539000028
AVRO,5,0.8221476510067114,0.10340136054421768,0.018867924528301886,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,1,9,147,2,0.1,0.3333333333333333,0.6378205128205128,0.12855007473841562
AVRO,6,0.6701649175412294,0.0883668903803132,0.0,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,0,11,429,0,0.0,NaN,NaN,0.0
AVRO,7,0.8496815286624204,0.05922038980509745,0.9576271186440678,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,37,0,10,189,1.0,0.16371681415929204,0.581858407079646,0.016319689484827097
AVRO,8,0.8678828081813157,0.1942675159235669,0.04602510460251046,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,10,224,4,1,0.042735042735042736,0.9090909090909091,0.46331738437001596,-0.006890482521017851
AVRO,9,0.7737382378100941,0.17468214483139857,0.08506616257088846,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,20,299,185,25,0.06269592476489028,0.4444444444444444,0.41333792470156105,-0.04607985547404272
AVRO,10,0.8968162639048715,0.1544054747647562,0.09665427509293681,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,4,46,197,22,0.08,0.15384615384615385,0.48227287116176004,-0.0251064783680789
AVRO,11,0.9036395147313692,0.14844649021864212,0.014388489208633094,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,3,41,233,1,0.06818181818181818,0.75,0.8001824817518248,0.10129310344827629
AVRO,12,0.908375314861461,0.13552859618717505,0.013745704467353952,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,1,22,265,3,0.043478260869565216,0.25,0.5866724738675958,0.051870194187410075
AVRO,13,0.9160657629074127,0.12437027707808564,0.006872852233676976,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,0,18,271,2,0.0,0.0,0.4688581314878893,-0.012526096033402523
AVRO,14,0.9169531869875694,0.11450822036342659,0.2070063694267516,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,17,24,225,48,0.4146341463414634,0.26153846153846155,0.5825764596848935,0.19124275595621398
AVRO,15,0.9233211233211234,0.12218989685268447,0.025477707006369428,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,0,14,292,8,0.0,0.0,0.477124183006536,-0.03351286654697758
AVRO,16,0.9285714285714286,0.11477411477411477,0.11746031746031746,IBK,OVERSAMPLING,NO,SENSITIVE THRESHOLD,19,61,217,18,0.2375,0.5135135135135135,0.6470445265409294,0.19557135930176167
AVRO,1,0.449438202247191,0.0,0.2755102040816326,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,0,0,71,27,NaN,0.0,0.5,0.0
AVRO,2,0.6334519572953736,0.15168539325842698,0.02912621359223301,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,0,2,98,3,0.0,0.0,0.6266666666666667,-0.023856858846919096
AVRO,3,0.48700173310225303,0.10676156583629894,0.12162162162162163,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,8,14,246,28,0.36363636363636365,0.2222222222222222,0.9031517094017094,0.2022587268993841
AVRO,4,0.7850340136054422,0.11438474870017332,0.06329113924050633,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,0,4,144,10,0.0,0.0,0.7702702702702703,-0.037523452157598405
AVRO,5,0.8221476510067114,0.10340136054421768,0.018867924528301886,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,0,0,156,3,NaN,0.0,0.625,0.0
AVRO,6,0.6701649175412294,0.0883668903803132,0.0,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,0,0,440,0,NaN,NaN,NaN,1.0
AVRO,7,0.8496815286624204,0.05922038980509745,0.9576271186440678,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,32,4,6,194,0.8888888888888888,0.1415929203539823,0.44601769911504424,-0.025636523266022858
AVRO,8,0.8678828081813157,0.1942675159235669,0.04602510460251046,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,2,95,133,9,0.020618556701030927,0.18181818181818182,0.5488437001594896,-0.04975082354928625
AVRO,9,0.7737382378100941,0.17468214483139857,0.08506616257088846,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,0,7,477,45,0.0,0.0,0.7978650137741047,-0.02343924399136938
AVRO,10,0.8968162639048715,0.1544054747647562,0.09665427509293681,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,3,46,197,23,0.061224489795918366,0.11538461538461539,0.8044476100031656,-0.05298689510410175
AVRO,11,0.9036395147313692,0.14844649021864212,0.014388489208633094,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,1,2,272,3,0.3333333333333333,0.25,0.9598540145985401,0.2767950052029135
AVRO,12,0.908375314861461,0.13552859618717505,0.013745704467353952,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,0,2,285,4,0.0,0.0,0.8776132404181185,-0.00924855491329814
AVRO,13,0.9160657629074127,0.12437027707808564,0.006872852233676976,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,0,0,289,2,NaN,0.0,1.0,0.0
AVRO,14,0.9169531869875694,0.11450822036342659,0.2070063694267516,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,8,15,234,57,0.34782608695652173,0.12307692307692308,0.8691689836268149,0.08254200146092076
AVRO,15,0.9233211233211234,0.12218989685268447,0.025477707006369428,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,0,0,306,8,NaN,0.0,0.9354575163398693,0.0
AVRO,16,0.9285714285714286,0.11477411477411477,0.11746031746031746,RANDOM FOREST,OVERSAMPLING,NO,SENSITIVE LEARNING,4,1,277,33,0.8,0.10810810810810811,0.9601399961112191,0.16718506998444857
AVRO,1,0.449438202247191,0.0,0.2755102040816326,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,0,7,64,27,0.0,0.0,0.4507042253521127,-0.12796208530805725
AVRO,2,0.6334519572953736,0.15168539325842698,0.02912621359223301,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,0,0,100,3,NaN,0.0,0.2866666666666667,0.0
AVRO,3,0.48700173310225303,0.10676156583629894,0.12162162162162163,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,16,23,237,20,0.41025641025641024,0.4444444444444444,0.6307692307692307,0.34364686468646843
AVRO,4,0.7850340136054422,0.11438474870017332,0.06329113924050633,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,0,4,144,10,0.0,0.0,0.6966216216216217,-0.037523452157598405
AVRO,5,0.8221476510067114,0.10340136054421768,0.018867924528301886,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,1,8,148,2,0.1111111111111111,0.3333333333333333,0.4893162393162393,0.1423948220064727
AVRO,6,0.6701649175412294,0.0883668903803132,0.0,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,0,0,440,0,NaN,NaN,NaN,1.0
AVRO,7,0.8496815286624204,0.05922038980509745,0.9576271186440678,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,25,0,10,201,1.0,0.11061946902654868,0.6929203539823009,0.010430574098798377
AVRO,8,0.8678828081813157,0.1942675159235669,0.04602510460251046,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,0,9,219,11,0.0,0.0,0.6698564593301436,-0.04321257092972484
AVRO,9,0.7737382378100941,0.17468214483139857,0.08506616257088846,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,45,105,379,0,0.3,1.0,0.9531221303948577,0.38045842395850765
AVRO,10,0.8968162639048715,0.1544054747647562,0.09665427509293681,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,26,57,186,0,0.3132530120481928,1.0,0.9020259575815132,0.3868026394721056
AVRO,11,0.9036395147313692,0.14844649021864212,0.014388489208633094,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,1,36,238,3,0.02702702702702703,0.25,0.843978102189781,0.023419203747072834
AVRO,12,0.908375314861461,0.13552859618717505,0.013745704467353952,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,3,7,280,1,0.3,0.75,0.9786585365853658,0.41712568853279947
AVRO,13,0.9160657629074127,0.12437027707808564,0.006872852233676976,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,0,3,286,2,0.0,0.0,0.18858131487889274,-0.008316008316011309
AVRO,14,0.9169531869875694,0.11450822036342659,0.2070063694267516,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,27,22,227,38,0.5510204081632653,0.4153846153846154,0.866975594686438,0.35974988105756833
AVRO,15,0.9233211233211234,0.12218989685268447,0.025477707006369428,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,0,4,302,8,0.0,0.0,0.681781045751634,-0.01727861771058344
AVRO,16,0.9285714285714286,0.11477411477411477,0.11746031746031746,NAIVE BAYES,OVERSAMPLING,NO,SENSITIVE LEARNING,18,24,254,19,0.42857142857142855,0.4864864864864865,0.8975792339101691,0.3780135004821603
